dataset,model,seed,sigma_phi_rad,accuracy,accuracy_drop_from_clean
cifar10,cnn,123,0.15,0.672249,0.073461
cifar10,cnn,256,0.0,0.74541,0.0003
cifar10,cnn,256,0.01,0.742513,0.003197
cifar10,cnn,256,0.02,0.740384,0.005326
cifar10,cnn,256,0.03,0.73641,0.0093
cifar10,cnn,256,0.04,0.730635,0.015075
cifar10,cnn,256,0.05,0.728142,0.017568
cifar10,cnn,256,0.06,0.724849,0.020861
cifar10,cnn,256,0.08,0.713263,0.032447
cifar10,cnn,256,0.1,0.703553,0.042157
cifar10,cnn,256,0.12,0.690224,0.055486
cifar10,cnn,256,0.15,0.671871,0.073839
cifar10,cnn,512,0.0,0.748161,-0.002451
cifar10,cnn,512,0.01,0.742021,0.003689
cifar10,cnn,512,0.02,0.738244,0.007466
cifar10,cnn,512,0.03,0.735493,0.010217
cifar10,cnn,512,0.04,0.731753,0.013957
cifar10,cnn,512,0.05,0.727221,0.018489
cifar10,cnn,512,0.06,0.721186,0.024524
cifar10,cnn,512,0.08,0.712723,0.032987
cifar10,cnn,512,0.1,0.700243,0.045467
cifar10,cnn,512,0.12,0.690852,0.054858
cifar10,cnn,512,0.15,0.673137,0.072573
cifar10,cnn,1024,0.0,0.746963,-0.001253
cifar10,cnn,1024,0.01,0.74312,0.00259
cifar10,cnn,1024,0.02,0.741026,0.004684
cifar10,cnn,1024,0.03,0.736494,0.009216
cifar10,cnn,1024,0.04,0.731231,0.014479
cifar10,cnn,1024,0.05,0.728922,0.016788
cifar10,cnn,1024,0.06,0.722934,0.022776
cifar10,cnn,1024,0.08,0.711985,0.033725
cifar10,cnn,1024,0.1,0.700901,0.044809
cifar10,cnn,1024,0.12,0.689258,0.056452
cifar10,cnn,1024,0.15,0.673568,0.072142
cifar10,cnn,2024,0.0,0.745334,0.000376
cifar10,cnn,2024,0.01,0.743021,0.002689
cifar10,cnn,2024,0.02,0.73848,0.00723
cifar10,cnn,2024,0.03,0.735632,0.010078
cifar10,cnn,2024,0.04,0.731179,0.014531
cifar10,cnn,2024,0.05,0.727289,0.018421
cifar10,cnn,2024,0.06,0.722847,0.022863
cifar10,cnn,2024,0.08,0.713898,0.031812
cifar10,cnn,2024,0.1,0.701794,0.043916
cifar10,cnn,2024,0.12,0.688204,0.057506
cifar10,cnn,2024,0.15,0.672239,0.073471
cifar10,cnn,4096,0.0,0.744346,0.001364
cifar10,cnn,4096,0.01,0.742058,0.003652
cifar10,cnn,4096,0.02,0.740649,0.005061
cifar10,cnn,4096,0.03,0.735635,0.010075
cifar10,cnn,4096,0.04,0.731786,0.013924
cifar10,cnn,4096,0.05,0.725083,0.020627
cifar10,cnn,4096,0.06,0.723086,0.022624
cifar10,cnn,4096,0.08,0.711126,0.034584
cifar10,cnn,4096,0.1,0.704671,0.041039
cifar10,cnn,4096,0.12,0.693592,0.052118
cifar10,cnn,4096,0.15,0.671176,0.074534
cifar10,cnn,8192,0.0,0.746924,-0.001214
cifar10,cnn,8192,0.01,0.74077,0.00494
cifar10,cnn,8192,0.02,0.740533,0.005177
cifar10,cnn,8192,0.03,0.735945,0.009765
cifar10,cnn,8192,0.04,0.731659,0.014051
cifar10,cnn,8192,0.05,0.727253,0.018457
cifar10,cnn,8192,0.06,0.724747,0.020963
cifar10,cnn,8192,0.08,0.711342,0.034368
cifar10,cnn,8192,0.1,0.703928,0.041782
cifar10,cnn,8192,0.12,0.691534,0.054176
cifar10,cnn,8192,0.15,0.67028,0.07543
qam16,proposed,42,0.0,0.95397,3e-05
qam16,proposed,42,0.01,0.950498,0.003502
qam16,proposed,42,0.02,0.952103,0.001897
qam16,proposed,42,0.03,0.946121,0.007879
qam16,proposed,42,0.04,0.947533,0.006467
qam16,proposed,42,0.05,0.940549,0.013451
qam16,proposed,42,0.06,0.942332,0.011668
qam16,proposed,42,0.08,0.938616,0.015384
qam16,proposed,42,0.1,0.931711,0.022289
qam16,proposed,42,0.12,0.924539,0.029461
qam16,proposed,42,0.15,0.915426,0.038574
qam16,proposed,123,0.0,0.954855,-0.000855
qam16,proposed,123,0.01,0.952053,0.001947
qam16,proposed,123,0.02,0.949634,0.004366
qam16,proposed,123,0.03,0.950217,0.003783
qam16,proposed,123,0.04,0.943318,0.010682
qam16,proposed,123,0.05,0.941651,0.012349
qam16,proposed,123,0.06,0.940821,0.013179
qam16,proposed,123,0.08,0.9361,0.0179
qam16,proposed,123,0.1,0.930961,0.023039
qam16,proposed,123,0.12,0.924683,0.029317
qam16,proposed,123,0.15,0.915084,0.038916
qam16,proposed,256,0.0,0.954763,-0.000763
qam16,proposed,256,0.01,0.951977,0.002023
qam16,proposed,256,0.02,0.949678,0.004322
qam16,proposed,256,0.03,0.950727,0.003273
qam16,proposed,256,0.04,0.94676,0.00724
qam16,proposed,256,0.05,0.946343,0.007657
qam16,proposed,256,0.06,0.941004,0.012996
qam16,proposed,256,0.08,0.934792,0.019208
qam16,proposed,256,0.1,0.93167,0.02233
qam16,proposed,256,0.12,0.925,0.029
qam16,proposed,256,0.15,0.917148,0.036852
qam16,proposed,512,0.0,0.953298,0.000702
qam16,proposed,512,0.01,0.951694,0.002306
qam16,proposed,512,0.02,0.950171,0.003829
qam16,proposed,512,0.03,0.949285,0.004715
qam16,proposed,512,0.04,0.944407,0.009593
qam16,proposed,512,0.05,0.94315,0.01085
qam16,proposed,512,0.06,0.940212,0.013788
qam16,proposed,512,0.08,0.934922,0.019078
qam16,proposed,512,0.1,0.930122,0.023878
qam16,proposed,512,0.12,0.924419,0.029581
qam16,proposed,512,0.15,0.916322,0.037678
qam16,proposed,1024,0.0,0.952531,0.001469
qam16,proposed,1024,0.01,0.951567,0.002433
qam16,proposed,1024,0.02,0.94934,0.00466
qam16,proposed,1024,0.03,0.949008,0.004992
qam16,proposed,1024,0.04,0.946169,0.007831
qam16,proposed,1024,0.05,0.943274,0.010726
qam16,proposed,1024,0.06,0.941106,0.012894
qam16,proposed,1024,0.08,0.934944,0.019056
qam16,proposed,1024,0.1,0.929438,0.024562
qam16,proposed,1024,0.12,0.92362,0.03038
qam16,proposed,1024,0.15,0.916729,0.037271
qam16,proposed,2024,0.0,0.95514,-0.00114
qam16,proposed,2024,0.01,0.953522,0.000478
qam16,proposed,2024,0.02,0.950018,0.003982
qam16,proposed,2024,0.03,0.949062,0.004938
qam16,proposed,2024,0.04,0.947131,0.006869
qam16,proposed,2024,0.05,0.94427,0.00973
qam16,proposed,2024,0.06,0.939937,0.014063
qam16,proposed,2024,0.08,0.934459,0.019541
qam16,proposed,2024,0.1,0.929191,0.024809
qam16,proposed,2024,0.12,0.925819,0.028181
qam16,proposed,2024,0.15,0.916598,0.037402
qam16,proposed,4096,0.0,0.953729,0.000271
qam16,proposed,4096,0.01,0.952311,0.001689
qam16,proposed,4096,0.02,0.951036,0.002964
qam16,proposed,4096,0.03,0.947375,0.006625
qam16,proposed,4096,0.04,0.946657,0.007343
qam16,proposed,4096,0.05,0.943971,0.010029
qam16,proposed,4096,0.06,0.942984,0.011016
qam16,proposed,4096,0.08,0.936854,0.017146
qam16,proposed,4096,0.1,0.930063,0.023937
qam16,proposed,4096,0.12,0.923196,0.030804
qam16,proposed,4096,0.15,0.915751,0.038249
qam16,proposed,8192,0.0,0.952751,0.001249
qam16,proposed,8192,0.01,0.952797,0.001203
qam16,proposed,8192,0.02,0.948181,0.005819
qam16,proposed,8192,0.03,0.945207,0.008793
qam16,proposed,8192,0.04,0.94795,0.00605
qam16,proposed,8192,0.05,0.942228,0.011772
qam16,proposed,8192,0.06,0.940618,0.013382
qam16,proposed,8192,0.08,0.937528,0.016472
qam16,proposed,8192,0.1,0.931496,0.022504
qam16,proposed,8192,0.12,0.924348,0.029652
qam16,proposed,8192,0.15,0.915739,0.038261
qam16,fixed_phase,42,0.0,0.910973,-0.002765
qam16,fixed_phase,42,0.01,0.906849,0.001359
qam16,fixed_phase,42,0.02,0.900112,0.008096
qam16,fixed_phase,42,0.03,0.898069,0.010139
qam16,fixed_phase,42,0.04,0.89127,0.016938
qam16,fixed_phase,42,0.05,0.884339,0.023869
qam16,fixed_phase,42,0.06,0.878006,0.030202
qam16,fixed_phase,42,0.08,0.866134,0.042074
qam16,fixed_phase,42,0.1,0.85116,0.057048
qam16,fixed_phase,42,0.12,0.836541,0.071667
qam16,fixed_phase,42,0.15,0.80843,0.099778
qam16,fixed_phase,123,0.0,0.90725,0.000958
qam16,fixed_phase,123,0.01,0.904719,0.003489
qam16,fixed_phase,123,0.02,0.903032,0.005176
qam16,fixed_phase,123,0.03,0.896701,0.011507
qam16,fixed_phase,123,0.04,0.891475,0.016733
qam16,fixed_phase,123,0.05,0.886193,0.022015
qam16,fixed_phase,123,0.06,0.880345,0.027863
qam16,fixed_phase,123,0.08,0.865658,0.04255
qam16,fixed_phase,123,0.1,0.851694,0.056514
qam16,fixed_phase,123,0.12,0.835413,0.072795
qam16,fixed_phase,123,0.15,0.805777,0.102431
qam16,fixed_phase,256,0.0,0.906802,0.001406
qam16,fixed_phase,256,0.01,0.903544,0.004664
qam16,fixed_phase,256,0.02,0.901963,0.006245
qam16,fixed_phase,256,0.03,0.897093,0.011115
qam16,fixed_phase,256,0.04,0.892005,0.016203
qam16,fixed_phase,256,0.05,0.887338,0.02087
qam16,fixed_phase,256,0.06,0.877715,0.030493
qam16,fixed_phase,256,0.08,0.867446,0.040762
qam16,fixed_phase,256,0.1,0.849136,0.059072
qam16,fixed_phase,256,0.12,0.832763,0.075445
qam16,fixed_phase,256,0.15,0.807055,0.101153
qam16,fixed_phase,512,0.0,0.907823,0.000385
qam16,fixed_phase,512,0.01,0.908006,0.000202
qam16,fixed_phase,512,0.02,0.900736,0.007472
qam16,fixed_phase,512,0.03,0.893498,0.01471
qam16,fixed_phase,512,0.04,0.890487,0.017721
qam16,fixed_phase,512,0.05,0.88791,0.020298
qam16,fixed_phase,512,0.06,0.879941,0.028267
qam16,fixed_phase,512,0.08,0.865385,0.042823
qam16,fixed_phase,512,0.1,0.850452,0.057756
qam16,fixed_phase,512,0.12,0.833419,0.074789
qam16,fixed_phase,512,0.15,0.807014,0.101194
qam16,fixed_phase,1024,0.0,0.909527,-0.001319
qam16,fixed_phase,1024,0.01,0.905651,0.002557
qam16,fixed_phase,1024,0.02,0.900264,0.007944
qam16,fixed_phase,1024,0.03,0.896224,0.011984
qam16,fixed_phase,1024,0.04,0.892285,0.015923
qam16,fixed_phase,1024,0.05,0.886033,0.022175
qam16,fixed_phase,1024,0.06,0.877158,0.03105
qam16,fixed_phase,1024,0.08,0.865446,0.042762
qam16,fixed_phase,1024,0.1,0.849886,0.058322
qam16,fixed_phase,1024,0.12,0.834403,0.073805
qam16,fixed_phase,1024,0.15,0.805762,0.102446
qam16,fixed_phase,2024,0.0,0.909769,-0.001561
qam16,fixed_phase,2024,0.01,0.904678,0.00353
qam16,fixed_phase,2024,0.02,0.904628,0.00358
qam16,fixed_phase,2024,0.03,0.89619,0.012018
qam16,fixed_phase,2024,0.04,0.891708,0.0165
qam16,fixed_phase,2024,0.05,0.888632,0.019576
qam16,fixed_phase,2024,0.06,0.878478,0.02973
qam16,fixed_phase,2024,0.08,0.864734,0.043474
qam16,fixed_phase,2024,0.1,0.851349,0.056859
qam16,fixed_phase,2024,0.12,0.836247,0.071961
qam16,fixed_phase,2024,0.15,0.806754,0.101454
qam16,fixed_phase,4096,0.0,0.91004,-0.001832
qam16,fixed_phase,4096,0.01,0.905651,0.002557
qam16,fixed_phase,4096,0.02,0.902976,0.005232
qam16,fixed_phase,4096,0.03,0.895677,0.012531
qam16,fixed_phase,4096,0.04,0.891631,0.016577
qam16,fixed_phase,4096,0.05,0.886284,0.021924
qam16,fixed_phase,4096,0.06,0.880237,0.027971
qam16,fixed_phase,4096,0.08,0.867172,0.041036
qam16,fixed_phase,4096,0.1,0.852544,0.055664
qam16,fixed_phase,4096,0.12,0.833929,0.074279
qam16,fixed_phase,4096,0.15,0.80945,0.098758
qam16,fixed_phase,8192,0.0,0.906895,0.001313
qam16,fixed_phase,8192,0.01,0.903752,0.004456
qam16,fixed_phase,8192,0.02,0.902141,0.006067
qam16,fixed_phase,8192,0.03,0.89581,0.012398
qam16,fixed_phase,8192,0.04,0.891949,0.016259
qam16,fixed_phase,8192,0.05,0.886426,0.021782
qam16,fixed_phase,8192,0.06,0.87766,0.030548
qam16,fixed_phase,8192,0.08,0.865846,0.042362
qam16,fixed_phase,8192,0.1,0.850849,0.057359
qam16,fixed_phase,8192,0.12,0.834025,0.074183
qam16,fixed_phase,8192,0.15,0.806066,0.102142
qam16,fixed_amplitude,42,0.0,0.904058,-0.00062
qam16,fixed_amplitude,42,0.01,0.899186,0.004252
qam16,fixed_amplitude,42,0.02,0.898485,0.004953
qam16,fixed_amplitude,42,0.03,0.89178,0.011658
qam16,fixed_amplitude,42,0.04,0.88405,0.019388
qam16,fixed_amplitude,42,0.05,0.879441,0.023997
qam16,fixed_amplitude,42,0.06,0.871895,0.031543
qam16,fixed_amplitude,42,0.08,0.859634,0.043804
qam16,fixed_amplitude,42,0.1,0.842683,0.060755
qam16,fixed_amplitude,42,0.12,0.823815,0.079623
qam16,fixed_amplitude,42,0.15,0.795639,0.107799
qam16,fixed_amplitude,123,0.0,0.904784,-0.001346
qam16,fixed_amplitude,123,0.01,0.90106,0.002378
qam16,fixed_amplitude,123,0.02,0.894577,0.008861
qam16,fixed_amplitude,123,0.03,0.890859,0.012579
qam16,fixed_amplitude,123,0.04,0.884338,0.0191
qam16,fixed_amplitude,123,0.05,0.877964,0.025474
qam16,fixed_amplitude,123,0.06,0.874798,0.02864
qam16,fixed_amplitude,123,0.08,0.857929,0.045509
qam16,fixed_amplitude,123,0.1,0.842506,0.060932
qam16,fixed_amplitude,123,0.12,0.824557,0.078881
qam16,fixed_amplitude,123,0.15,0.795772,0.107666
qam16,fixed_amplitude,256,0.0,0.904181,-0.000743
qam16,fixed_amplitude,256,0.01,0.900142,0.003296
qam16,fixed_amplitude,256,0.02,0.89523,0.008208
qam16,fixed_amplitude,256,0.03,0.891827,0.011611
qam16,fixed_amplitude,256,0.04,0.883452,0.019986
qam16,fixed_amplitude,256,0.05,0.880148,0.02329
qam16,fixed_amplitude,256,0.06,0.873469,0.029969
qam16,fixed_amplitude,256,0.08,0.857163,0.046275
qam16,fixed_amplitude,256,0.1,0.843187,0.060251
qam16,fixed_amplitude,256,0.12,0.823978,0.07946
qam16,fixed_amplitude,256,0.15,0.795913,0.107525
qam16,fixed_amplitude,512,0.0,0.903945,-0.000507
qam16,fixed_amplitude,512,0.01,0.900563,0.002875
qam16,fixed_amplitude,512,0.02,0.897573,0.005865
qam16,fixed_amplitude,512,0.03,0.889755,0.013683
qam16,fixed_amplitude,512,0.04,0.885729,0.017709
qam16,fixed_amplitude,512,0.05,0.879072,0.024366
qam16,fixed_amplitude,512,0.06,0.872223,0.031215
qam16,fixed_amplitude,512,0.08,0.85983,0.043608
qam16,fixed_amplitude,512,0.1,0.84105,0.062388
qam16,fixed_amplitude,512,0.12,0.824476,0.078962
qam16,fixed_amplitude,512,0.15,0.795818,0.10762
qam16,fixed_amplitude,1024,0.0,0.904481,-0.001043
qam16,fixed_amplitude,1024,0.01,0.901226,0.002212
qam16,fixed_amplitude,1024,0.02,0.895314,0.008124
qam16,fixed_amplitude,1024,0.03,0.892061,0.011377
qam16,fixed_amplitude,1024,0.04,0.885774,0.017664
qam16,fixed_amplitude,1024,0.05,0.879962,0.023476
qam16,fixed_amplitude,1024,0.06,0.87284,0.030598
qam16,fixed_amplitude,1024,0.08,0.858078,0.04536
qam16,fixed_amplitude,1024,0.1,0.843876,0.059562
qam16,fixed_amplitude,1024,0.12,0.825727,0.077711
qam16,fixed_amplitude,1024,0.15,0.798022,0.105416
qam16,fixed_amplitude,2024,0.0,0.902732,0.000706
qam16,fixed_amplitude,2024,0.01,0.900552,0.002886
qam16,fixed_amplitude,2024,0.02,0.898381,0.005057
qam16,fixed_amplitude,2024,0.03,0.890093,0.013345
qam16,fixed_amplitude,2024,0.04,0.884668,0.01877
qam16,fixed_amplitude,2024,0.05,0.878732,0.024706
qam16,fixed_amplitude,2024,0.06,0.875576,0.027862
qam16,fixed_amplitude,2024,0.08,0.858251,0.045187
qam16,fixed_amplitude,2024,0.1,0.840536,0.062902
qam16,fixed_amplitude,2024,0.12,0.823262,0.080176
qam16,fixed_amplitude,2024,0.15,0.793644,0.109794
qam16,fixed_amplitude,4096,0.0,0.906482,-0.003044
qam16,fixed_amplitude,4096,0.01,0.900347,0.003091
qam16,fixed_amplitude,4096,0.02,0.895053,0.008385
qam16,fixed_amplitude,4096,0.03,0.890468,0.01297
qam16,fixed_amplitude,4096,0.04,0.886696,0.016742
qam16,fixed_amplitude,4096,0.05,0.879607,0.023831
qam16,fixed_amplitude,4096,0.06,0.872846,0.030592
qam16,fixed_amplitude,4096,0.08,0.858103,0.045335
qam16,fixed_amplitude,4096,0.1,0.842483,0.060955
qam16,fixed_amplitude,4096,0.12,0.825816,0.077622
qam16,fixed_amplitude,4096,0.15,0.795091,0.108347
qam16,fixed_amplitude,8192,0.0,0.904203,-0.000765
qam16,fixed_amplitude,8192,0.01,0.899996,0.003442
qam16,fixed_amplitude,8192,0.02,0.895577,0.007861
qam16,fixed_amplitude,8192,0.03,0.888909,0.014529
qam16,fixed_amplitude,8192,0.04,0.886265,0.017173
qam16,fixed_amplitude,8192,0.05,0.878446,0.024992
qam16,fixed_amplitude,8192,0.06,0.873709,0.029729
qam16,fixed_amplitude,8192,0.08,0.855636,0.047802
qam16,fixed_amplitude,8192,0.1,0.843782,0.059656
qam16,fixed_amplitude,8192,0.12,0.82646,0.076978
qam16,fixed_amplitude,8192,0.15,0.796746,0.106692
qam16,random_unitary,42,0.0,0.857829,0.000771
qam16,random_unitary,42,0.01,0.856609,0.001991
qam16,random_unitary,42,0.02,0.851029,0.007571
qam16,random_unitary,42,0.03,0.843392,0.015208
qam16,random_unitary,42,0.04,0.836325,0.022275
qam16,random_unitary,42,0.05,0.829239,0.029361
qam16,random_unitary,42,0.06,0.820364,0.038236
qam16,random_unitary,42,0.08,0.800946,0.057654
qam16,random_unitary,42,0.1,0.776871,0.081729
qam16,random_unitary,42,0.12,0.752575,0.106025
qam16,random_unitary,42,0.15,0.710762,0.147838
qam16,random_unitary,123,0.0,0.859186,-0.000586
qam16,random_unitary,123,0.01,0.854619,0.003981
qam16,random_unitary,123,0.02,0.853491,0.005109
qam16,random_unitary,123,0.03,0.843531,0.015069
qam16,random_unitary,123,0.04,0.837361,0.021239
qam16,random_unitary,123,0.05,0.826538,0.032062
qam16,random_unitary,123,0.06,0.819028,0.039572
qam16,random_unitary,123,0.08,0.800923,0.057677
qam16,random_unitary,123,0.1,0.776642,0.081958
qam16,random_unitary,123,0.12,0.754897,0.103703
qam16,random_unitary,123,0.15,0.712147,0.146453
qam16,random_unitary,256,0.0,0.858546,5.4e-05
qam16,random_unitary,256,0.01,0.854083,0.004517
qam16,random_unitary,256,0.02,0.851347,0.007253
qam16,random_unitary,256,0.03,0.840645,0.017955
qam16,random_unitary,256,0.04,0.836979,0.021621
qam16,random_unitary,256,0.05,0.828994,0.029606
qam16,random_unitary,256,0.06,0.818039,0.040561
qam16,random_unitary,256,0.08,0.79999,0.05861
qam16,random_unitary,256,0.1,0.778432,0.080168
qam16,random_unitary,256,0.12,0.751424,0.107176
qam16,random_unitary,256,0.15,0.71056,0.14804
qam16,random_unitary,512,0.0,0.85917,-0.00057
qam16,random_unitary,512,0.01,0.853729,0.004871
qam16,random_unitary,512,0.02,0.850064,0.008536
qam16,random_unitary,512,0.03,0.84538,0.01322
qam16,random_unitary,512,0.04,0.835103,0.023497
qam16,random_unitary,512,0.05,0.827923,0.030677
qam16,random_unitary,512,0.06,0.819897,0.038703
qam16,random_unitary,512,0.08,0.800597,0.058003
qam16,random_unitary,512,0.1,0.779905,0.078695
qam16,random_unitary,512,0.12,0.753288,0.105312
qam16,random_unitary,512,0.15,0.711093,0.147507
qam16,random_unitary,1024,0.0,0.85841,0.00019
qam16,random_unitary,1024,0.01,0.853579,0.005021
qam16,random_unitary,1024,0.02,0.851013,0.007587
qam16,random_unitary,1024,0.03,0.84408,0.01452
qam16,random_unitary,1024,0.04,0.83571,0.02289
qam16,random_unitary,1024,0.05,0.827652,0.030948
qam16,random_unitary,1024,0.06,0.820362,0.038238
qam16,random_unitary,1024,0.08,0.799596,0.059004
qam16,random_unitary,1024,0.1,0.777333,0.081267
qam16,random_unitary,1024,0.12,0.753627,0.104973
qam16,random_unitary,1024,0.15,0.708333,0.150267
qam16,random_unitary,2024,0.0,0.858354,0.000246
qam16,random_unitary,2024,0.01,0.857109,0.001491
qam16,random_unitary,2024,0.02,0.849719,0.008881
qam16,random_unitary,2024,0.03,0.844867,0.013733
qam16,random_unitary,2024,0.04,0.837269,0.021331
qam16,random_unitary,2024,0.05,0.828169,0.030431
qam16,random_unitary,2024,0.06,0.819822,0.038778
qam16,random_unitary,2024,0.08,0.801027,0.057573
qam16,random_unitary,2024,0.1,0.776766,0.081834
qam16,random_unitary,2024,0.12,0.752332,0.106268
qam16,random_unitary,2024,0.15,0.712158,0.146442
qam16,random_unitary,4096,0.0,0.858105,0.000495
qam16,random_unitary,4096,0.01,0.854833,0.003767
qam16,random_unitary,4096,0.02,0.850349,0.008251
qam16,random_unitary,4096,0.03,0.841883,0.016717
qam16,random_unitary,4096,0.04,0.835928,0.022672
qam16,random_unitary,4096,0.05,0.826817,0.031783
qam16,random_unitary,4096,0.06,0.818513,0.040087
qam16,random_unitary,4096,0.08,0.801438,0.057162
qam16,random_unitary,4096,0.1,0.776644,0.081956
qam16,random_unitary,4096,0.12,0.755355,0.103245
qam16,random_unitary,4096,0.15,0.70778,0.15082
qam16,random_unitary,8192,0.0,0.859991,-0.001391
qam16,random_unitary,8192,0.01,0.855232,0.003368
qam16,random_unitary,8192,0.02,0.849705,0.008895
qam16,random_unitary,8192,0.03,0.843284,0.015316
qam16,random_unitary,8192,0.04,0.837748,0.020852
qam16,random_unitary,8192,0.05,0.829908,0.028692
qam16,random_unitary,8192,0.06,0.819393,0.039207
qam16,random_unitary,8192,0.08,0.800086,0.058514
qam16,random_unitary,8192,0.1,0.773877,0.084723
qam16,random_unitary,8192,0.12,0.752192,0.106408
qam16,random_unitary,8192,0.15,0.710099,0.148501
qam16,mlp,42,0.0,0.939629,6.1e-05
qam16,mlp,42,0.01,0.935753,0.003937
qam16,mlp,42,0.02,0.934739,0.004951
qam16,mlp,42,0.03,0.927729,0.011961
qam16,mlp,42,0.04,0.92467,0.01502
qam16,mlp,42,0.05,0.920929,0.018761
qam16,mlp,42,0.06,0.916388,0.023302
qam16,mlp,42,0.08,0.903491,0.036199
qam16,mlp,42,0.1,0.888564,0.051126
qam16,mlp,42,0.12,0.876705,0.062985
qam16,mlp,42,0.15,0.84976,0.08993
qam16,mlp,123,0.0,0.940758,-0.001068
qam16,mlp,123,0.01,0.937871,0.001819
qam16,mlp,123,0.02,0.936226,0.003464
qam16,mlp,123,0.03,0.929001,0.010689
qam16,mlp,123,0.04,0.925968,0.013722
qam16,mlp,123,0.05,0.919658,0.020032
qam16,mlp,123,0.06,0.914665,0.025025
qam16,mlp,123,0.08,0.898837,0.040853
qam16,mlp,123,0.1,0.891819,0.047871
qam16,mlp,123,0.12,0.873071,0.066619
qam16,mlp,123,0.15,0.854455,0.085235
qam16,mlp,256,0.0,0.938549,0.001141
qam16,mlp,256,0.01,0.935834,0.003856
qam16,mlp,256,0.02,0.93203,0.00766
qam16,mlp,256,0.03,0.92769,0.012
qam16,mlp,256,0.04,0.924322,0.015368
qam16,mlp,256,0.05,0.92031,0.01938
qam16,mlp,256,0.06,0.915317,0.024373
qam16,mlp,256,0.08,0.901185,0.038505
qam16,mlp,256,0.1,0.890472,0.049218
qam16,mlp,256,0.12,0.875641,0.064049
qam16,mlp,256,0.15,0.854541,0.085149
qam16,mlp,512,0.0,0.93779,0.0019
qam16,mlp,512,0.01,0.936216,0.003474
qam16,mlp,512,0.02,0.931486,0.008204
qam16,mlp,512,0.03,0.927846,0.011844
qam16,mlp,512,0.04,0.92375,0.01594
qam16,mlp,512,0.05,0.918682,0.021008
qam16,mlp,512,0.06,0.9135,0.02619
qam16,mlp,512,0.08,0.903894,0.035796
qam16,mlp,512,0.1,0.891732,0.047958
qam16,mlp,512,0.12,0.875793,0.063897
qam16,mlp,512,0.15,0.852513,0.087177
qam16,mlp,1024,0.0,0.939026,0.000664
qam16,mlp,1024,0.01,0.936723,0.002967
qam16,mlp,1024,0.02,0.932761,0.006929
qam16,mlp,1024,0.03,0.928194,0.011496
qam16,mlp,1024,0.04,0.923609,0.016081
qam16,mlp,1024,0.05,0.920326,0.019364
qam16,mlp,1024,0.06,0.914418,0.025272
qam16,mlp,1024,0.08,0.902055,0.037635
qam16,mlp,1024,0.1,0.888127,0.051563
qam16,mlp,1024,0.12,0.875822,0.063868
qam16,mlp,1024,0.15,0.850612,0.089078
qam16,mlp,2024,0.0,0.941151,-0.001461
qam16,mlp,2024,0.01,0.937707,0.001983
qam16,mlp,2024,0.02,0.932488,0.007202
qam16,mlp,2024,0.03,0.927939,0.011751
qam16,mlp,2024,0.04,0.924739,0.014951
qam16,mlp,2024,0.05,0.920437,0.019253
qam16,mlp,2024,0.06,0.915587,0.024103
qam16,mlp,2024,0.08,0.901522,0.038168
qam16,mlp,2024,0.1,0.888006,0.051684
qam16,mlp,2024,0.12,0.874241,0.065449
qam16,mlp,2024,0.15,0.854898,0.084792
qam16,mlp,4096,0.0,0.939552,0.000138
qam16,mlp,4096,0.01,0.935777,0.003913
qam16,mlp,4096,0.02,0.932776,0.006914
qam16,mlp,4096,0.03,0.926705,0.012985
qam16,mlp,4096,0.04,0.923298,0.016392
qam16,mlp,4096,0.05,0.917234,0.022456
qam16,mlp,4096,0.06,0.914621,0.025069
qam16,mlp,4096,0.08,0.902253,0.037437
qam16,mlp,4096,0.1,0.888321,0.051369
qam16,mlp,4096,0.12,0.874501,0.065189
qam16,mlp,4096,0.15,0.852796,0.086894
qam16,mlp,8192,0.0,0.94131,-0.00162
qam16,mlp,8192,0.01,0.936322,0.003368
qam16,mlp,8192,0.02,0.934128,0.005562
qam16,mlp,8192,0.03,0.929729,0.009961
qam16,mlp,8192,0.04,0.923622,0.016068
qam16,mlp,8192,0.05,0.919192,0.020498
qam16,mlp,8192,0.06,0.913798,0.025892
qam16,mlp,8192,0.08,0.901941,0.037749
qam16,mlp,8192,0.1,0.889011,0.050679
qam16,mlp,8192,0.12,0.875952,0.063738
qam16,mlp,8192,0.15,0.851816,0.087874
qam16,cnn,42,0.0,0.960094,-0.001324
qam16,cnn,42,0.01,0.956038,0.002732
qam16,cnn,42,0.02,0.952214,0.006556
qam16,cnn,42,0.03,0.947386,0.011384
qam16,cnn,42,0.04,0.945,0.01377
qam16,cnn,42,0.05,0.941619,0.017151
qam16,cnn,42,0.06,0.934296,0.024474
qam16,cnn,42,0.08,0.92504,0.03373
qam16,cnn,42,0.1,0.915971,0.042799
qam16,cnn,42,0.12,0.904121,0.054649
qam16,cnn,42,0.15,0.882388,0.076382
qam16,cnn,123,0.0,0.956265,0.002505
qam16,cnn,123,0.01,0.956032,0.002738
qam16,cnn,123,0.02,0.951189,0.007581
qam16,cnn,123,0.03,0.949676,0.009094
qam16,cnn,123,0.04,0.943578,0.015192
qam16,cnn,123,0.05,0.941141,0.017629
qam16,cnn,123,0.06,0.937118,0.021652
qam16,cnn,123,0.08,0.925617,0.033153
qam16,cnn,123,0.1,0.913876,0.044894
qam16,cnn,123,0.12,0.906115,0.052655
qam16,cnn,123,0.15,0.883999,0.074771
qam16,cnn,256,0.0,0.959293,-0.000523
